,Train_Start,Train_End,Test_Start,Test_End,Out_of_Sample_R2,Target_Stock,Actual,Predicted
25,2024-12-30 09:56:00+00:00,2024-12-30 10:26:00+00:00,2024-12-30 10:26:00+00:00,2024-12-30 10:31:00+00:00,-51.43293656988381,AAPL,"[np.float64(-3.928038338152362e-05), np.float64(-1.9640770311468714e-05), np.float64(-0.00029462891701292904), np.float64(-0.00013750429722581003), np.float64(-9.819806557764821e-05), np.float64(-0.00011785040868428354)]","[np.float64(-3.92803833815243e-05), np.float64(-7.308706746817872e-05), np.float64(-0.0014868436072782484), np.float64(-0.0027249948864189553), np.float64(0.0004909144227952873), np.float64(-0.00039162474515458157)]"
26,2024-12-30 09:57:00+00:00,2024-12-30 10:27:00+00:00,2024-12-30 10:27:00+00:00,2024-12-30 10:32:00+00:00,-53.60963493337886,AAPL,"[np.float64(-1.9640770311468714e-05), np.float64(-0.00029462891701292904), np.float64(-0.00013750429722581003), np.float64(-9.819806557764821e-05), np.float64(-0.00011785040868428354), np.float64(1.9640770311468714e-05)]","[np.float64(-1.9640770311467176e-05), np.float64(-0.0015152119531092992), np.float64(-0.00271685252465546), np.float64(0.00046329693937995493), np.float64(-0.00038859713944167866), np.float64(-7.020602005436804e-05)]"
27,2024-12-30 09:58:00+00:00,2024-12-30 10:28:00+00:00,2024-12-30 10:28:00+00:00,2024-12-30 10:33:00+00:00,-95.55760265391346,AAPL,"[np.float64(-0.00029462891701292904), np.float64(-0.00013750429722581003), np.float64(-9.819806557764821e-05), np.float64(-0.00011785040868428354), np.float64(1.9640770311468714e-05), np.float64(9.821928445319372e-05)]","[np.float64(-0.00029462891701292915), np.float64(-0.002752575786177952), np.float64(0.0007109701655165342), np.float64(-0.0005826065358641395), np.float64(0.0005856362725986618), np.float64(-0.002332985156926951)]"
28,2024-12-30 09:59:00+00:00,2024-12-30 10:29:00+00:00,2024-12-30 10:29:00+00:00,2024-12-30 10:34:00+00:00,-87.76159136317352,AAPL,"[np.float64(-0.00013750429722581003), np.float64(-9.819806557764821e-05), np.float64(-0.00011785040868428354), np.float64(1.9640770311468714e-05), np.float64(9.821928445319372e-05), np.float64(3.9288871432674455e-05)]","[np.float64(-0.00013750429722580974), np.float64(-9.9305494439563e-05), np.float64(-0.0016748460722272006), np.float64(0.0009995972269624587), np.float64(-0.0010626346059828152), np.float64(8.317862550602292e-05)]"
29,2024-12-30 10:00:00+00:00,2024-12-30 10:30:00+00:00,2024-12-30 10:30:00+00:00,2024-12-30 10:35:00+00:00,-97.64090243588376,AAPL,"[np.float64(-9.819806557764821e-05), np.float64(-0.00011785040868428354), np.float64(1.9640770311468714e-05), np.float64(9.821928445319372e-05), np.float64(3.9288871432674455e-05), np.float64(-0.00019642506446970742)]","[np.float64(-9.819806557764935e-05), np.float64(-0.0016739955167189876), np.float64(0.00099967770411702), np.float64(-0.0010625462491400581), np.float64(8.407940061849794e-05), np.float64(-0.0016989884114491948)]"
30,2024-12-30 10:01:00+00:00,2024-12-30 10:31:00+00:00,2024-12-30 10:31:00+00:00,2024-12-30 10:36:00+00:00,-42.26501865637256,AAPL,"[np.float64(-0.00011785040868428354), np.float64(1.9640770311468714e-05), np.float64(9.821928445319372e-05), np.float64(3.9288871432674455e-05), np.float64(-0.00019642506446970742)]","[np.float64(-0.0001178504086842835), np.float64(4.117171012568501e-06), np.float64(-0.0008193318324243084), np.float64(0.0003666541729585177), np.float64(-0.0014763238391980393)]"
31,2024-12-30 10:02:00+00:00,2024-12-30 10:32:00+00:00,2024-12-30 10:32:00+00:00,2024-12-30 10:37:00+00:00,-34.31303803738357,AAPL,"[np.float64(1.9640770311468714e-05), np.float64(9.821928445319372e-05), np.float64(3.9288871432674455e-05), np.float64(-0.00019642506446970742), np.float64(-0.00021606969313747726)]","[np.float64(1.9640770311469134e-05), np.float64(-0.0008230806328171284), np.float64(0.00036896789804827305), np.float64(-0.0014737430708571134), np.float64(-0.0009666938052500066)]"
32,2024-12-30 10:03:00+00:00,2024-12-30 10:33:00+00:00,2024-12-30 10:33:00+00:00,2024-12-30 10:38:00+00:00,-96.71744816857198,AAPL,"[np.float64(9.821928445319372e-05), np.float64(3.9288871432674455e-05), np.float64(-0.00019642506446970742), np.float64(-0.00021606969313747726), np.float64(-1.9643085143350447e-05)]","[np.float64(9.82192844531926e-05), np.float64(0.000556585018228441), np.float64(-0.0013017932466440122), np.float64(-0.0003929694260612086), np.float64(0.002674970414974916)]"
33,2024-12-30 10:04:00+00:00,2024-12-30 10:34:00+00:00,2024-12-30 10:34:00+00:00,2024-12-30 10:39:00+00:00,-113.52261602156204,AAPL,"[np.float64(3.9288871432674455e-05), np.float64(-0.00019642506446970742), np.float64(-0.00021606969313747726), np.float64(-1.9643085143350447e-05), np.float64(-1.9644242764904618e-05)]","[np.float64(3.928887143267462e-05), np.float64(-0.001328545670506641), np.float64(-0.000679932921852902), np.float64(0.0027162683088950285), np.float64(0.00020706171421537307)]"
34,2024-12-30 10:05:00+00:00,2024-12-30 10:35:00+00:00,2024-12-30 10:35:00+00:00,2024-12-30 10:40:00+00:00,-153.4967748934777,AAPL,"[np.float64(-0.00019642506446970742), np.float64(-0.00021606969313747726), np.float64(-1.9643085143350447e-05), np.float64(-1.9644242764904618e-05), np.float64(0.0001178596685580402)]","[np.float64(-0.0001964250644697084), np.float64(-0.0007273764651163357), np.float64(0.0034315066573492392), np.float64(-0.0004699904220900051), np.float64(-0.0010836233898655742)]"
