,Train_Start,Train_End,Test_Start,Test_End,Out_of_Sample_R2,Target_Stock,Actual,Predicted
33,2024-12-30 10:04:00+00:00,2024-12-30 10:34:00+00:00,2024-12-30 10:34:00+00:00,2024-12-30 10:39:00+00:00,-3.565926601902098,AAPL,"[np.float64(3.9288871432674455e-05), np.float64(-0.00019642506446970742), np.float64(-0.00021606969313747726), np.float64(-1.9643085143350447e-05), np.float64(-1.9644242764904618e-05)]","[np.float64(3.928887143267565e-05), np.float64(-0.0006800642505267622), np.float64(8.10522392158679e-05), np.float64(-0.00019939569938137898), np.float64(5.557643669681261e-05)]"
34,2024-12-30 10:05:00+00:00,2024-12-30 10:35:00+00:00,2024-12-30 10:35:00+00:00,2024-12-30 10:40:00+00:00,-43.04372748625204,AAPL,"[np.float64(-0.00019642506446970742), np.float64(-0.00021606969313747726), np.float64(-1.9643085143350447e-05), np.float64(-1.9644242764904618e-05), np.float64(0.0001178596685580402)]","[np.float64(-0.00019642506446970786), np.float64(-0.0005159851919369595), np.float64(-0.00016727449446496195), np.float64(-0.0008759955110060463), np.float64(-0.0016411751929999337)]"
35,2024-12-30 10:06:00+00:00,2024-12-30 10:36:00+00:00,2024-12-30 10:36:00+00:00,2024-12-30 10:41:00+00:00,-42.7487611938867,AAPL,"[np.float64(-0.00021606969313747726), np.float64(-1.9643085143350447e-05), np.float64(-1.9644242764904618e-05), np.float64(0.0001178596685580402), np.float64(0.0001767877667475659)]","[np.float64(-0.0005159851919369595), np.float64(-0.00016727449446496195), np.float64(-0.0008759955110060463), np.float64(-0.0016411751929999328), np.float64(-0.0003200217037531795)]"
36,2024-12-30 10:07:00+00:00,2024-12-30 10:37:00+00:00,2024-12-30 10:37:00+00:00,2024-12-30 10:42:00+00:00,-53.61092981190396,AAPL,"[np.float64(-0.00021606969313747726), np.float64(-1.9643085143350447e-05), np.float64(-1.9644242764904618e-05), np.float64(0.0001178596685580402), np.float64(0.0001767877667475659)]","[np.float64(-0.00021606969313747748), np.float64(-7.902036134336675e-05), np.float64(-0.0014195585943006309), np.float64(-0.0017723666429672173), np.float64(-0.0002793168296007663)]"
37,2024-12-30 10:08:00+00:00,2024-12-30 10:38:00+00:00,2024-12-30 10:38:00+00:00,2024-12-30 10:43:00+00:00,-225.42431159101105,AAPL,"[np.float64(-1.9643085143350447e-05), np.float64(-1.9644242764904618e-05), np.float64(0.0001178596685580402), np.float64(0.0001767877667475659), np.float64(-1.9643471001806745e-05)]","[np.float64(-1.9643085143350772e-05), np.float64(-0.003114920136693035), np.float64(-0.002006717868647422), np.float64(-0.0002741465300376949), np.float64(0.002545793852264912)]"
38,2024-12-30 10:09:00+00:00,2024-12-30 10:39:00+00:00,2024-12-30 10:39:00+00:00,2024-12-30 10:44:00+00:00,-79.20852635340663,AAPL,"[np.float64(-1.9644242764904618e-05), np.float64(0.0001178596685580402), np.float64(0.0001767877667475659), np.float64(-1.9643471001806745e-05), np.float64(1.9644242764904618e-05)]","[np.float64(-1.9644242764903968e-05), np.float64(-0.0014225993727373743), np.float64(0.00033504666734361004), np.float64(0.002224191542591075), np.float64(0.0004766109740462057)]"
39,2024-12-30 10:10:00+00:00,2024-12-30 10:40:00+00:00,2024-12-30 10:40:00+00:00,2024-12-30 10:45:00+00:00,-80.72424852382835,AAPL,"[np.float64(0.0001178596685580402), np.float64(0.0001767877667475659), np.float64(-1.9643471001806745e-05), np.float64(1.9644242764904618e-05), np.float64(7.856539591166722e-05)]","[np.float64(0.00011785966855803941), np.float64(0.00021943833402965227), np.float64(0.0015013906342336856), np.float64(0.00027614584674910783), np.float64(-0.0024050183451724424)]"
40,2024-12-30 10:11:00+00:00,2024-12-30 10:41:00+00:00,2024-12-30 10:41:00+00:00,2024-12-30 10:46:00+00:00,-134.06788989961333,AAPL,"[np.float64(0.0001767877667475659), np.float64(-1.9643471001806745e-05), np.float64(1.9644242764904618e-05), np.float64(7.856539591166722e-05), np.float64(-3.9283469521755876e-05)]","[np.float64(0.00017678776674756618), np.float64(0.0014313077259649966), np.float64(0.00028265038416896916), np.float64(-0.002428962327544431), np.float64(-0.0009571590358396463)]"
41,2024-12-30 10:12:00+00:00,2024-12-30 10:42:00+00:00,2024-12-30 10:42:00+00:00,2024-12-30 10:47:00+00:00,-308.7820531183433,AAPL,"[np.float64(-1.9643471001806745e-05), np.float64(1.9644242764904618e-05), np.float64(7.856539591166722e-05), np.float64(-3.9283469521755876e-05), np.float64(0.0)]","[np.float64(0.0015852168489847514), np.float64(0.0002515004410676574), np.float64(-0.002114383682280598), np.float64(-0.0007477434147764865), np.float64(0.0013876951060631194)]"
42,2024-12-30 10:13:00+00:00,2024-12-30 10:43:00+00:00,2024-12-30 10:43:00+00:00,2024-12-30 10:48:00+00:00,-212.48510203366956,AAPL,"[np.float64(-1.9643471001806745e-05), np.float64(1.9644242764904618e-05), np.float64(7.856539591166722e-05), np.float64(-3.9283469521755876e-05), np.float64(0.0), np.float64(-5.893272830803653e-05)]","[np.float64(-1.9643471001806962e-05), np.float64(0.0008771257889705921), np.float64(-0.0011222491060165333), np.float64(-0.00048342663847413697), np.float64(0.0011621260176441226), np.float64(0.0025108002636023085)]"
43,2024-12-30 10:14:00+00:00,2024-12-30 10:44:00+00:00,2024-12-30 10:44:00+00:00,2024-12-30 10:49:00+00:00,-225.02377542922903,AAPL,"[np.float64(1.9644242764904618e-05), np.float64(7.856539591166722e-05), np.float64(-3.9283469521755876e-05), np.float64(0.0), np.float64(-5.893272830803653e-05), np.float64(-3.9288871432674455e-05)]","[np.float64(1.9644242764904943e-05), np.float64(-0.0019252292332159573), np.float64(-6.918405314980419e-05), np.float64(0.0010081566144941878), np.float64(0.002426557729408821), np.float64(0.0022789511746683674)]"
